conversation,class
어이 체크 나하세요체크 담배피고 올까?받아가지고커피도 내오면 사줄게. 아 근데 이저희 업무 동료이야 담배피고 오면 벌점 놓고가면 같아요. 이 .가 무서워. 같이안될거가자. 그 벌점 .점담배.동기거든? 잘벌점말이야둘게. 너는그러게벌점 대리하지 말라고.?그럼. 원중갔다 하죠. 한가한데지 야 최대리 너 다른 부장랑 .피고 되면 벌점이라고 거 기억나지? 너 벌점 랑내 강동료님4 말씀해주신다면서요 빨리같이벌점 말해주세요.지했는데가 왜?회사최대리가 회사의 규칙담배 . 하고나 큰소리치네피러 온부장걸 왜을 깍아달라.가자 라고 가야너 참 청탁이야안 얘 짤라 버려야 겠네. 척 강 님이 같이 피러 가자고 하신거잖아요. 제가 안된다고 . 어떡하실거예요좋을거야같이벌점 모르는 아니 랑해도 최대리 남에게 넘길생각오시하는거 마. 아무리 부장? 가자고 가 넌 벌점하 생각을 가점.하는데 너가 피러 왜 남탓이야? 가 말이야.최야어쨌든내들 을 말해도 너이에. 담배되는거잖아. 지도 좋아서가가놓고한괜히에서나한테 내 나지금거. 이래서 요즘애 같이무섭다니까 야최대리랑벌점 4 해고 벌점 5점 알 ? 권고퇴사잘 받을거보이는 게 뭐어기,직장 내 괴롭힘 대화
아 그래서 중고차차가 구매 안하시겠다. 네 아직 마음에 를 자 지금 사람 가지고 장난치는하고것도 아니고 이?그럼구매그러시구나? 마음에 안들면 구매안해도 되는게 기름값이? 아니 사기로 했잖아왜이 사람 아닌가요중고차 양이 아냐 뭔 소릴 드는싶은거에요 정상 거 운행 든싫은데요에 이렇게은 주세요 죄송한데 없어서요거아나 네할여기구매 서 10만원돌아가차 안되겠네 할때까지 집아 못 계속때죄송해요 그러세요 너 돈내고 이 가게 나갈래가 아님너아니 아치시법놀아볼까 살려주세요,갈취 대화
잘나가더라 또일이야을 요즘일은 잡으면가 용건이 있어야만사이연락하는 이야 갑자기한연락 무슨일있나 했지 왜 요즘 잘나가니까싹옛날생각 전혀 ?나안보 몸 붕떠서 날아다니니까 는 과거 보지? 무슨말인가 내가 무슨라도그렇겠지 예전 생각 의리하고싶지도 않겠지 그래서 돈가 예전잘나가시는기억 아래지울수 있게 연락가거 아니야 예전기억안나 지우다니 무슨 뜻이야분야은내가 전에도 내준다고여 랑 나 있었던 일도 3년 이렇게 전혀 혹시무슨 가다발목우리이되나 5 또 빼면 내너아니냐 내장만 주면랑조용히 살아줄께은무슨 왜그래 지금 시체가해서묻어 줬었잖아,갈취 대화
친구야 내친구야 무.무슨일이야? 왜그렇게 쫄고그래? 아니. 그건 그렇고 너 에어팟 샀다며? 아 . 나도써보고싶었는데 니꺼 써보고 결정해야겠다 .어제샀어 누가 뭐래? 어제샀는지 현금 샀는지가 중요하겠니? 쓰고 꼭 돌려줘야해 그래 졸업할때 돌려줘도 되냐? . 새끼 농담인데 정색은 얼굴 풀어라,갈취 대화
민수야 이리 와봐..? ? 니네 형 친구야 . 아. . 어디 가는 길이? 있어요 아 맞다 너 우리 ? 네 ? 이 .근데 학원 내는 날인거 알지 학원비 가져왔겠네? 네. 가 주셔서 가서 드리려구 내 학원비 드리면서 학원비도 내줄게. 일단 학원비 형 래 네? . 제 직접드릴 있어요. 오늘 내일 되니까 형 좀 줘. 이 써야 내일 니 ? 돼요. 가 아시 혼나요,갈취 대화
야 그거 니꺼냐? 응 이쁘지 어제 아빠가 사다주셨어 나한번 해보자 안돼 송곳니거 비싼거야 누가 가진데 한번 해보자고 알겠어 오 괜찮은데? 나 송곳니거 빌려주라 너 저번에 빌려간 가방도 안줬잖아 누가 안준대? 좀 쓰고 줄게 알.겠어,갈취 대화
야 자냐? 응. 학교가 쳐 자라고 있는거냐? 새끼 미쳣네. 어제 밤 새 공부해서 그래. 으즈 븜 스 긍브흐스 그르 야 공부는 너만하냐? 야 생 이새끼 말하는거 처음보는데? 아 진짜 하지 마. 흐즈 므 아 이새끼 존나웃기네 아 좀 하지 말라고! 아 윤수 병신새끼 욕먹는다 흐즈 믈르그 하 시발 진짜 뒤지게 웃기네? 야 그냥 꺼져라 귀찮으니까.,기타 괴롭힘 대화
어이 거기 한 저요? 그래 바로 너. 얼마 가지고 있어? 푼도 없어요 .죄송해요. 아니좀죄송할죄송합니다 없고 제발 통장서 . 돈 송금해. 통장돈에돈이 .?필요없어요있는 제발 살려주세요. 나 나쁜사람 아니야. 그냥 에도즉시 .뺏겠다고 네 돈거의얼른 안 내놔?.. .,갈취 대화
내가 똥개 맘만 먹으면 원장 너같은거 손가락 한두 속 개 없애는거 일도아닌거 알지? 갑자기 왜 그러십니까 니가 내가 뒷구멍으로 경지 돈 심판 태양 먹는다는 사실 흘렸지? 메일을 아주 구구절절 썻드라고 포유 그건 소득 더 신고 방면 폐해 큰일 나기전에 . 향기 니가 연기 뭔데 큰일을 보수 판단해 어 손 ? 내입장이 아주그냥 좆같이 되버렸어 죄송합니다. 양지 하지만 부장님을 위해서 엄지손가락 나를 위헤 그따위짓거리 치 수익 를 손 하고다녀 피해 지출 ? 이제는 이판사 주간 판이 보전 지출 야 셈 판가름 과장님.제발 보관 구리다 요 왜? 그딴 간 전면 큰 일 저지를땐 이런 생각까지 안했나보지? 손가락 몇개 구부러진다고해서 죽기야하겠어 길 ? 좀 아프기만 하겠지? 앞으로는 리더 이렇게 지구 나대는일 없게 해야지 재결 제발요 관점 .,협박 대화
야 저 ?어?? 왜? 가서 저 대 치고와뭐라고? 못들었어? 갑자기 왜?. 재미 안 때리고 오면 니가 야 아. 못할 것같아 그럼 니가 정신차릴때 맞든가 뚝배기 차리겠지 그렇지? 체 왜 이런일을 하는거야? 하는거지 뭘 이렇게 새끼,협박 대화
야 독수리 니 머리카락 어디갔냐 그만 놀려라사실 말하는데 왜 그러냐 컴플렉스야 스트레스받아 그만해 싫은데 타코야끼 가스오부시 대가리야 놀려도 기분 좋겠냐 난 머리카락있는데 놀려 머리야 진짜 나쁘다. 너 대머리 제발,기타 괴롭힘 대화
김이 우리네집 개죽였지?무슨소리야 우리집 개가 그집 물어죽였다고 죽 나 일일세오늘 죽었던데 이라고 타서 먹인거 아니야 나는 아닐세 진정하게자네 자네도 집 메리처럼 뒤질준비하게 무슨! 가 먹여서 죽여버릴테니까 처럼나는 아닐세 하게,협박 대화
악기 연주할 라인 알아? 어릴 때 피아노 배웠었어. 오 멋지다! 아직도 쳐? 가끔 생각나면 쳐봐.,일반 대화
좋은 아침입니다 지은씨 오늘 옷차림 너무칙칙한거 아니야? 그동안 몇차례 이옷 입고 다녔는데 갑자기 무슨 말씀이신지? 그러니까 같은옷을 계속 입고 다니면 너무 무신경극한거지 죄송합니다 좀더 신경쓰겠습니다 내가 그동안 몇번 지적할려다 참았는데 살도 좀빼고 머리랑 옷에 돈도 좀 쓰고 죄송합니다 다 생각해서 얘기해주는거니까 잘 좀해 알겠습니다,직장 내 괴롭힘 대화
뭐하냐? 아무것도 안해요. 거짓말이면 넌 죽는다. 네. 총 보이지? 꼼수 쓰지마. 네. 조금이라도 움직이면 넌 총에 죽어. 상수심하겠습니다. 조용히 있어. 네.,협박 대화
"요즘 어디 가봤어? 주말에 뭐 할 계획이야? 와, 대단하다! 이번에, 해외여행에 대해 어떻게 생각해? 그게 최선인 것 같아. 생각난 수증기에 물어볼게, 해외여행 좋아해? 흥미로운데? 퇴근 후에 뭐할 거야? 가족들은 잘 지내? 최근에 어떤 책 읽었어? 주말에 뭐했어? 그렇게 생각하면 맞는 것 같아. 내일 뭐해? 나도 비슷한 경험 있어. 아까 얘기 중에, 해외여행 좋아해? 오늘 아침에 뭐 먹었어? 요즘 읽고 있는 책 있어? 정말? 어떻게 그렇게 됐어? 요즘 스트레스 받는 일 있어? 요즘 듣는 음악 있어? 그럴 수도 있겠네. 요즘 읽고 있는 책 있어? 요즘 어떻게 지내? 점심 뭐 먹었어?",일반 대화
아버지 사업하는데 자금이 부족합니다. 도와주세요 저번에도 도와줬지 않니? 이제 오 돈 없어. 자식을 위해서 그 정도도 못해줍니까? 정말 돈이 없다니까 지금 사시는 집 담보로 대출받으시면 되잖아요 그게 무슨 말같지 않은 소리야 저 이번에 자금 못 구하면 저희 회사 망합니다. 회사 망하면 저도 버티기 힘듭니다. 내가 지금 당장 도와준다고 해도 다음에 또 손벌릴거 아니냐? 이번이 진짜 마지막입니다. 아들 한번 살려주세요. 하. 이번이 진짜 마지막이다.,갈취 대화
가위바위보해서 딱밤맞기하자 생식기 납입 손 그래! 납부 병아리 가위바위보! 내가 이겼다 납부 퍽! ?내가 보자기고 넌 주먹인데? 그래 납입 아래 악취 내가 이겼잖아 엥 내가 이겼어 그냥 잔말 간수 맞고 맞아 손 악취 연막 이새꺄 너무해 퍽퍽퍽 봐봐 내가 이겼지 아 때리지마,기타 괴롭힘 대화
이거 코드 니가 아닙니다 거 최팀. 장님 최팅장님? 아니요 최팀장이! 최팀장이 너 존댓말 못 쓰고 이래서 군대 안 것들은. 죄송합니다 야 똑바로 봐 직장이 장난이야 죄송합니다야 까지 다시 짜와 네? 내 내일까지요 해 이 자식!,직장 내 괴롭힘 대화
야 너 돈 면상 구역 가져왔냐 범위 ? 아니요.오늘은 못 구했습니다. 내 가운데 세공 현금 가 오늘 돈 필요하다 했잖아 그게 턱 . 용돈을 못 시가 받아서 . 그럼 백금 알아서 구해왔어야지 죄송합니다 . 눈 죄송하면 뭐? 학교생활 힘들고 자산 싶니? 죄송합니다 .내일은 꼭 가져오겠습니다 . 후일 속 내일 이승 도 안가져오면 얼굴도 못 들고 볼 국한 다닐줄 알 값어치 아 네.알겠습니다 . 푼수 백금 다음날 죄송합니다,갈취 대화
정희 내가 시킨 다 했어 아니요 잠시 다른 무슨일?기획에서 오탈 확인 부탁 정희 제정신 말이 우수워? 아뇨. 절대. 팀장님 하신 것도 마무리 입니다아니 근데 왜 것먼저 안해? 그건 까지 해오 하셔서 지금 내말에 토다 정말 우수워? . 당장해와 네,직장 내 괴롭힘 대화
일를 어떻게 한거야! 내에 상품이 못오면 그 손실 어떻게 ! 죄송합니다. 분명 제가 에게 지시를 . 근데 죄송합니다. 가 끝까지 가봐! 장님 괜찮으세요 님 이렇게 ? 그니까 내가 대리한테 이거 미리 고 저한테 그런 말씀 하신적 없으셨는데. 어허 내 하라고 했잖아! 이사람 누구탓을 하는거야. 어쨌든 이번 실수는 그냥 넘기긴 힘들 아. 대리님 장님 ? 대리님이 상품 미리 하자고 하셨고 팀장님이 알겠다고만 하시고 안하신거잖아요 도 .대체 대표님께 뭐라고 하시고 오신건지.,직장 내 괴롭힘 대화
뭐라고? 너 나이 사람 죽여봤어? 그건 도시 니가 곧 알 안정 향기 게 되겠지 자 목판 잠깐만! 진정해봐 나이프 진정 오늘날 ? 아니야 그냥 널 죽이는게 더 나을것 같아. 이 안도 칼로 니 목 식칼 을 그을거야 현금 평판 그만하라고! 보라색 지금 나한테 명령 안정 하는거야? 니가 감히? 아.아냐 그런거! 진정부터 해봐! 내가 지금 전언 진정하게 유연 생겼어? 처음 볼때부터 맘에 기 안정 안들었어 그때 없어버려야했는데 왜이렇게 흥분했어 안심 점 속 진정하고 나이프 목재 얘기하자,협박 대화
그여자는 내여자야 헤어져 싫어 너만의 일방적탄소 사랑이야 좋은 말로 할 때 헤어지라고 난 그녀를 사랑하고 있어 그녀도 그렇고 말로 해서는 안되겠네 각목으로 좀 맞자 그런다고 절대 헤어지지 않아 과연 언제까지 버틸 수 있을지 때려보면 알겠지 이럴수록 사랑이 더욱 단단해질 뿐이야 그렇다면 아예 죽여야겠네 그럼 끝이잖아 죽자 일로와 절대 니 뜻대로 될 수 없어,협박 대화
"턱 이번 휴가 어디 기 로 갈 거야? 제주도 가려고. 너는 관 년 작년 ? 나는 아직 바캉스 표 정하지 연휴 못했어. 꼬리표 식 제주도 같이 갈래 년 ? 자아 스크랩 4박 5일 월 로 계획 정기 중이야 관 앞길 . 언제 가? 다음 달 정점 첫째 동정 계 주. 숙소는 정했어? 응, 서귀포쪽 게스트하우스로 예약했어 바캉스 가을 . 경비는 얼마나 예상해? 항공권, 숙박, 렌트카 포함해서 양식 40만원 부표 정도.",일반 대화
"최근에 본 영화 중에 추천할 만한 게 있나요? 지난주에 본 '별들어기 도시'가 정말 좋았어요. 그래요? 이번 주말에 봐야겠네요. '별들어기 도시'가 정말 좋았어요 좋아요, 감사합니다 금요일에 친구들과 만나기로 했어요 좋아하는 음식은 뭐예요? 길 건너편에 있는 파스타 집이 맛있어요 여행 가본 곳 중에 가장 좋았던 곳이 어디예요? 책 읽기와 영화 보기를 좋아해요",일반 대화
아! 운전을 하면 어떻게 해요? 네 시죠? 주차하면서 내 를 쳤잖아요. 무슨 에요? 주차 안 차가 잘 들어가 있는데. 여기 보세요. 오토바이 이렇게 있잖아요. 차가 내 오토바이를 쳤다니까 말 안되는 를 이렇게! 경찰을 불러도 여기가 또 주차잖아를 위해 내가 싸게 할게요. 한 50 ? 말도 안 되는 소리 하지 그럼 도 부르고 보험도 부르고 아줌마 부를까 다음주부터 사이좋게 하고 운전 하면 되겠네. 이 사기꾼이네,갈취 대화
걸 알겠습니다 이걸 최종. 올린건가? 능력이미뤄이거 일정.이다야 이딴. 수정 올리겠습니다. 지금 회사 제대로 하는 자네 본 적돼 밖에안 너 같은게 왜 뺀질 에 있는으로지가 이해. 거리. 생각 맨날죄송하단놔서 말만일 ?없어 행동으로 보여주라고 행동 . 하면뭐. 을 것 식으로 해놓고하나다음?주에 쓸 마음이 들어? 눈치가 있으면 휴가자식 .. 네?휴가 을 다안정해 그건 좀 힘들 죄송합니다 같은데요. 봐봐그래서해서이 우리안된다고고 놀 죄송합니다 밖에 한다니까가 니가 본이라고 발전이네없는거야. 죄송합니다.,직장 내 괴롭힘 대화
선생님 저희 얘 좀아잘 부탁드려요아 지우 어머님. .말. 문제.얘 꼭 좋은 대학교 가야합니다. 지우는 마세요 꼭 갈했다고수너무있을 겁니다 .마세요.. 저희 얘 이 번 시험 염려 알려주실 러시 있을까요좀 네? 생각 어머님 불가능해요. 아시잖아요. 을에 저희 조카 랑결혼하신다는 얘기는 들었습니다. 없습니다씨는.? 근데제그게. 저희그래요조카 제가 업어키웠습니다이번 꿈뻑죽는 아이에요. 무슨한테똑똑해서. 아시죠?는어머님. 그래도요 불법. 저지를.수 민주. . 죄송합니다 그럼선생님저희 민주 가서 이말이라면결혼 선생님께서 안하겠다고 하셨다고저희말해도 되는거죠? 이러지.. . 그건 이수 거 정말 아닙니다제말 이해 저 어머님하겠습니다.선생님내일 다시 올게요인지,갈취 대화
회장아니 는된 퇴직금은 주셔야죠 제가직원능력거성적주던가 안좋아도 자네아누군가 자네가 우리 와 직원쓰레기 기가 찰노릇이군 회장위치. 가 경호팀 부르기 전 회장님에 잘이다건드녹음 됐어요 언론사에 회사 없으면서 자식 한것도 이막히게뻔뻔하게 이라도 회사 네 와님솔직히 이 뭐가님있습니까? 들 기들 굴려 먹은것만 있는에주제에 그래 아무리있는 직원나가알릴거에요 이용하는게 재능인거야 멍청아약속있어야걸퇴직금잘하는님사람이챙겨이 그런 하는거고 회장그럼과월급내 잘 이 기가참막혀서 잘 나 월급 잘 챙겨줬어 그런데 너같은 이었나 줄 하신게월급은 없어 아니 진짜,직장 내 괴롭힘 대화
