conversation,class
김 대리 승진재미 뭐 한 없나기대하겠다 턱? 아유 과장님. 또 그러면 . 저번 달에 노력가 쿠키랑 음료수랑 우리 부서랑 옆학원부서에 돌렸잖습니까사정 아니 코로나 전에는 더 돌렸어좋은데 번도이돌렸고..나도.그랬고 딴 없이는 수 해줘 좋은데 제가 요즘 대출?이 . 금도 ? 부담스럽고 또 딸애 비도 님이 무지 코로나자리. 김 대리는 .대리 상황 보이고 . 사람승진눈치 안중에도 없구나너무 좀 .제어때? 가안사정거봐가면서?왔죠드릴되면 하도록 .또만과장 . 아니대리김 님 어떻게 이렇게주머니사람 했는데가여러없어 크게담달에 한번 해 내가 하는 데 고과 평가 좀 도움는줬다는 것도 알텐데.?예. 이렇게 사람에 눈치가너없네. 과장님하겠습니다 압니다. 잘 알고요김 과장최근 도움 하면제가 하더라구요까지 못또. 그럼 .는김 대리 제 방역도 풀리는데 맛있는 좋습니다 좀 맛보게 있으면이 원. 제가 빡빡해보겠습니다. 과장님.,직장 내 괴롭힘 대화
사장님 장사하기 싫소? 왜이러는가자네. 자릿세 내라고 말햇어안햇어? 아니 요즘세상에 자릿세가 어딨는가 나는 정당하게 월세내는데. 여기 우리구역인거몰라? 하.제발그만좀. 여기서 장사하려면 재산을 내야지 자꾸그러면 신고하겠소 해봐 그럼 눈알을 뽑아줄테니 내게대체왜이러는거요.,갈취 대화
사장님 장사우리 요즘왜 자네. 자릿세 장사라고 말햇하겠소내야어좀 아니 세상에이러는가자릿세인거 정당하게.햇내는데 월세신고.그럼여기 하려면 몰라 하 제발을?.가여기서 내하기 돈을싫소나지 자꾸그러면?는어안어딨는가해봐 구역?눈알그만 뽑아줄테니 내게대체왜이러는거요.,갈취 대화
경수 아우 씨 제 통장으로 넘버 법칙 돈을 입금해주시지 않으면 나체사진을 회개 전파 수입금 유포 재산 하겠습니다 너무하십니다 회개 그냥 입금하실래요 사진 얻 유출이 되서 지옥을 맛보실래요? 저는 돈이 없어요 한번 풍진 만 봐주시고 제 사진을 지워주세요 경수씨가 아우 푼수 먼지 선택을 존중해드립니다 결정하신만큼 수입금 아우 후회하지않도록 보급 확실하게 유포해 전염 드리겠습니다 명제 적 얼마드리면 지워드릴건가요 불러 명제 송곳 제명 드린 계좌번호로 100만원 입금해주세요 명제 입금 운명 해드릴께요 수입금 수입금 3일이내에 입금이 만연 되어있지 않다면 얼굴도 못 수입금 들정도로 사화생활 순이익 티끌 못하도록 확실히 유포하겠습니다 알겠습니다 입금해드릴께요 제사진 수익 유포하지 마세요,갈취 대화
경수씨 제 입금해주시지 않으면 나체사진을 하겠습니다 너무하십니다 하실래요 이 되서 맛보실래요? 저는 돈 없어요 한번만 봐주시고 제 사진을 지워주세요경수씨가 결정 후회하지않도록 확실하게 유포해 드리겠습니다 드리면 지워드릴건가요불러 로 100만원 입금해드릴께요3일이내에 이되어있지 얼굴도 들 사화생활 못하도록 입금해드릴께요 제사진 유포하지 마세요,갈취 대화
철수 이 서류 정리 아직 안한거야 네 복사물이 아직요 복사는 복사고 아직 안되면 어떻게 해 일이 밀려서요또 창고에 이 물건 옮겨 놓으세요 같이 그렇게 두세요. 에 진척이 없어요 과장 일 너무 많이 주십니다. 때려치우고 집 가서 애 정말 너무하시네요,직장 내 괴롭힘 대화
씨 이 서류 아직 안한거야? 네 복사물이 많아서 요 복사 복사고 안되면 해요 일이 밀려서요또 에 같이 해주세요 그렇게 일하거면 . 진척이 없어요 과장님 일 너무 많이 주십니다 때려치우고 집에 애 보세요정말 너무하시네요,직장 내 괴롭힘 대화
매가 핸드폰 좋아보이네 저요? 핸드폰 보고 있는 골육 그 사람 너잖아 동 제 핸드폰인데 왜 그러세요. 내꺼는 안좋은데 시가 아우 너꺼는 하기 좋아보여서 새로 사세요 울 돈이 없어서 수확 그래 다른데 가서 조력 알아보세요. 깡이 쎄네 조서 여편네 남동생 한대 맞아야 귓바퀴 주려나? 저리 가세요 시가 손 .,갈취 대화
핸드폰 좋아보 타 하루 이네 저요 재산 ? 핸드폰 보고 대장 있는 사람 너잖아 제 핸드폰인데 잡 표제 왜 그러세요. 지지 혈연 내꺼는 안좋은데 너꺼는 좋아보여서 새로 사세요 돈이 없어서 국한 수입 피리 그래 다른데 가서 알아보세요. 깡이 쎄네 한대 돕 맞아야 주려나? 저리 가세요 혈족 .,갈취 대화
미자씨 내가 어제부탁한거 어떡해 됏어요 과장님 그거 아직안되엇어요 이직이요?반나절이면 되는건데 아직이라니요 과장님 기적 할일이너무많아요 미자씨 야근이라도해서 끝내주세요 이대리님이한테 해달라고 하시면안되나요? 이대리는 따로 할일이잇어요 과장님 너무하시네요.기적 맨 날야근합니다 지금 뭐하시는겁니까.이러면 인사고과에 지장잇습니다 네? 그럼 제가 부장님한테 직접얘기할게요,직장 내 괴롭힘 대화
미자씨 법 두목 내 한때 가 어제부탁 비율 과거 한거 지휘자 두목 어떡해 됏어요 과장님 그거 종 아직안되엇어요 이직이요?반나절이면 최근 되는건데 아직이라니요 과장님 저 할일이너무많아요 영역 사장 미자 토대 두목 정도 씨 경례 야근이라도 절 해서 이익 끝내주세요 대사 이대리님이한테 해달라고 수장 하시면안되나요? 이대리는 따로 최근 대인 송곳니 할일이잇어요 과장님 너무하시네요.저 맨 날야근합니다 주장 지금 뭐하시는겁니까.이러면 인사고과 비례 에 득 지장잇습니다 네? 기적 그럼 제가 장해 남동생 부장님한테 직접얘기할게요,직장 내 괴롭힘 대화
지금 했냐? 다 밝힐겁니다 누구 맘대로 잘못 세상 알릴 너까짓? 니 딸 목숨은 안녕할 것 ?그건.그러니까 그냥 가만히 그래도 . 말귀 못알아듣네. 니 딸이랑 그리고 까지 죽이는건 일도 아니야 죄송합니다.만 더 그런 쥐도 모르게 죽일줄알아,협박 대화
지금 뭐라고 기운 했냐? 다 밝힐겁니다. 누구 맘대로? 당신 처녀 잘못 세상에 대 알릴겁니다 백금 너까짓게? 그러면 니 딸이랑 마누라 목숨은 안녕할 것 같냐? 그건. 그러니까 그냥 가만히 있어 그래도 죄값 백금 은 치뤄야. 말귀를 한계 못알아듣네. 니 백금 무리 딸이랑 달걀 연기 푼수 흙덩이 마누라 그리고 금일 너까지 다람쥐 남자 죽이는건 일도 아니야 죄송합니다. 한번만 백금 와이프 전언 더 그런 소리하면 쥐 인물 도새도 모르게 처녀 죽일줄알아,협박 대화
와 얘 성적 성적 ? 는 유전이라고 지 부모 보지 주라고 마음대로 왜 거 다같이 보면 아니야 분위기 쳐져 있는데 다같이 웃자 얘들 얘 봐 대학 나오셨다며 그런가 야 고졸이 최종학력 이겠다 너 뭘 안다고 그렇게 말? 너네가 뭘 안다고 그러냐고 우리 뭘 아냐고? 너 아빠 백충이라며얘 집가는거 따라 갔는데 로 내려가더라 뭐 정도 공부 유전 맞네 너 포기하고 지금부터 돈 부모님 등꼴 겠다네 도대체 나한테 왜 그러는거야. 내가 잘못 그냥 재미로 그러는거지 이유가 바래,기타 괴롭힘 대화
와 얘 성적 ? 사람 성적집가는거맞음가이공부거 유전이라고 지 부모 있는데 보지 내 성적표는줘 주라고 마음대로닮아가나뺐어가지마 왜 이런 공부!! 같이 보면 잘 거 뭐봐 안 아니야고 래다같이 웃자 너들쳐져 얘 성적봐다 부모님 재미대학도 못 그래서 돈나오셨다며 야 가도 아 이 최종학력 . 너네가 뭘이겠다안다고 그렇게 말해? 너네가?뭘 안다고 그러냐고 한테가 뭘 아냐고? 너네집런가아빠 뭘백충이라며 얘분위기그래도 따라 갔는데 지하로 내려가더라 이 정도면 유전 맞네 그냥포기너도 하고 지금부터 벌어 그 부모님 등꼴 휘시겠다 얘네졸도대체 나우리 왜 그러는거야. 내너 뭘좋은?못했다고 그냥 로 그러는거지 뭐 이유 있겠니 이 바,기타 괴롭힘 대화
으.으악! 이게 뭐야.너. 쟤 가.좋아해봤나왜. 부었네껄 이수아! 어아.니에 날 이 부른다고 간땡이가 야.?를이게 준건데야풉 너 ?거 엄연히 범죄 . 알거? 게 그렇게다범죄야? 이런거 좋아잖아 집봐 가서 혼자 보는 ? 같길래학생내가 너 위해 보내 뭐 에내가 이런 걸 ! 흐윽 몰래너 있을까가 남자에 미친!거 모를너거같애?왜맨날 혼자 이런 거 왜 장르가 달라 보잖아수위야높은 거?보내줘? 하지마.제발 너. 부 말씀드릴거야. 말해봐?지금 여기 에니봐편이 우리 애들이 이내 인데편 ? 거짓말쟁이 될더 만,기타 괴롭힘 대화
으.으악! 이게 법 뭐야. 풉 쟤 봐. 책임 봤나봐. 야! 이수아! 어? 니가 날 명사 그렇게 부른다고?간땡이가 부었네. 이게 뭐야. 순이익 너 위반 반송하 가실 이거 엄연히 범죄야. 개울 구설 알아? 남성 이게 왜 범죄야 수컷 금세 ? 너 이런거 좋아잖아 집에 가서 혼자 몰래 보는 거 같길래 죄과 내 자식 가 너를 위해 보내 준건데? 내가 이런 걸 이득 왜 좋아해! 책임 구분 흐윽 입 . 현재 너 우리가 남자에 미친 젖소 거 모를 거같애? 맨날 혼자 현재 날짜 오늘날 엄니 이런 거 수확 자산 장 보잖아 납입 왜 장르가 송곳니 달라? 더 납입 수위 높은 중편 거 보내줘? 하지마.제발. 너 학생 자두 부에 울 말씀드릴거야. 말해봐 지금 여기에 당세 울 니 황소 생도 편이 있을까? 애들이 다 내 편 득 인데 너만 거짓말쟁이 될 껄?,기타 괴롭힘 대화
저 책임 명사 님 드릴 말씀이 송곳 있습니다. 어 뭔데 증서 잡 ? 얘기 앞길 해 제가 송곳 다음 주에 아우 급하게 집에 내려가 봐야하는 언사 소득 일이 앞 생겼는데 혹시 밀린 휴가 사용 가능할지 여쭤보고 싶습니다. 요즘은 아주 멋대로들이구나 네.? 이 언어 이득 회사 목소리 안에서 너만 힘들어? 아닙니다. 나도 이번 달에 못쉬면서 이렇게 힘들게 정기 일하고 영업 있는데 빨강 너는 쉬겠다는 견해 말이 난자 나와? 급 기가 차서. 정말 집안에 급한 실패 내리 일이 평야 라. 귀 이번 주 야근 백금 하면서 다음 주 기적 에 백금 일정 차질 없도록 다 미리 보완하겠습니다. 이번 달 휴가는 못쓰는걸로 알아. 방학 이번 연휴 달은 붉 바쁘니까 이월된 일단 휴가도 다 안쓰는 현 걸 백금 로 내부 알게.,직장 내 괴롭힘 대화
저 책임님 드릴 말씀이 있습니다. 어 뭔데? 언사해 제가 다음 주에 급하게 집에 내려가 봐야하는 일이 생겼는데 혹시 밀린 휴가 사용 가능할지 여쭤보고 싶습니다. 요즘은 아주 멋대로들이구나 네.? 이 회사 안에서 너만 힘들어? 아닙니다. 나도 이번 달에 못쉬면서 이렇게 힘들게 일하고 있는데 너는 쉬겠다는 말이 나와? 기가 차서. 정말 집안에 급한 일이라. 이번 주 야근하면서 다음 주에 일정 차질 없도록 다 미리 보완하겠습니다. 이번 달 휴가는 못쓰는걸로 알아. 이번 달은 바쁘니까 이월된 휴가도 다 안쓰는 걸로 알게.,직장 내 괴롭힘 대화
오! 그거 뭐야 좋은데 네?뭐요? 야 너 그신발 벗어 싫어 이거 내꺼야 벗으라고새끼야 안돼. 벗어 이시경운기야 좋은말로할때 알겄어. 거바 진작 주면 얼마나좋아 꺼져 샊야,갈취 대화
오! 그거 야 좋은데 네?? 야 너 그신발 벗어 이거 내꺼야벗으라고새끼야 안돼.벗어 시야 말로할때알겄어. 거바 진작 주면 얼마나좋아꺼져 샊야,갈취 대화
애 누나가 지금 무더운데 물 돈이 ?네?? 손 든 음료수 나줄래 아니면 사줄래? 저.저 돈 없어요 그럼 그 음료수 나를 .저 목마른데어린애가 박 너는 예의도 ?하.하지만 하지만 너 이렇게 예의없이 다니는거 부모 먹칠하는거야. 얼른 누나한테 음료수 줘 .네,갈취 대화
손 누나가 지금 하기는무더운데 물사먹을 돈이 없네?이렇게 ?? 너 애에따든 나줄래.아니면 사줄래? 저저얼굴도 돈하없어요 . 그 애가 는 줘먹 편하잖아 아음료수저 목물 어린. 따박.박 말대꾸너마른데너나를 예의도 ?부모없니네하지만. 무슨 하지만이야 너 예의없이 다니는거 도누나 그럼칠하는거야그럼 얼른 에한테 음료수 줘음료수.네,갈취 대화
너는 니 애이쁘지 모르냐?이다간다 주제가져다녀 니 주제에 쓸게 너이 또나생각들가방 가방이 왜.? 너는어울린다고그냥 시장 .! 들고다니는게 더 어울려 이런 가방어쩌나 한테저기잘 아 그런 그냥 어딨어.나도같은데서 좋아하는 가방인데. 너가이번들고 다니면 더 싼내해나잖아 들내가 들고다녀야 촌스러워지고 도 않아? 그치 주제 ?가. 딱.니 가방가.야 완전 잘돌려줘 니가 라니버려 어울려응내 이잖아. 가방 산 거란어울린다고말야. 어머 애아껴서도 다 더 사는어울린다는데 이걸 은 ?는 게 가방 비닐봉지같은 걸 들고.? 잘 이런 돌려주라고잘 내가 얼마나그럼아끼고에 산.가방인데. .내아끼고내아껴서 다시 사 티,갈취 대화
너는 니 주제도 모르냐? 내 주제라니.? 니 주제에 이런 가방이 어울린다고 생각연도? 가방이 왜.? 너는 그냥 시장같은데서 사는 가방들고다니는게 더 어울려 이런 가방은 나한테 잘 어울린다고. 그런 게 어딨어.나도 내가 좋아하는 가방인데. 너가 들고 다니면 촌스러워지고 싼티 나잖아. 내가 들고다녀야 더 이쁘지 않아? 그치 애들아? 응 딱 니 가방이다.야 완전 잘어울려 니가 가져버려. 돌려줘.내 가방이잖아.이번에 산 거란 말야. 어머 애들도 다 내가 더 잘어울린다는데 이걸 어쩌나 너는 그냥 저기 비닐봉지같은 걸 들고다녀 잘 쓸게 돌려주라고.! 내가 얼마나 아끼고 아껴서 산 가방인데. 그럼 또 아끼고 아껴서 다시 사 간다,갈취 대화
이거 정가 얼마예요? 고객 용지 앞길 님 빛 이거 손님 못사실텐데 네? 얼마예요? 입어볼께요 안사실꺼면 입어보지 말고 그냥 가세요 제가 살껀지 안살껀지 어떻게 아세요? 순결 이거 가격이 좀 나가요 지금 돈없어 보인다고 비꼬시는거예요? 용자 아니요 ? 그렇게 느끼셨어요? 됐고요 기분나빠서 정말 다신 수량 장단 현세 올 일 없을것 승객 부 배경 같네요 감정 앞면 다음에 치 승객 제명 오시면 다른거 보여드릴께요,기타 괴롭힘 대화
이득거 얼마예요? 고객님 이득거 못사실텐데 네? 얼마예요? 입어볼께요 안사실꺼면 입어보지 말고 그냥 가세요 제가 살껀지 안살껀지 어떻게 아세요? 이득거 가격이득 좀 나가요 지금 돈없어 보인다고 비꼬시는거예요? 아니요 ? 그렇게 느끼셨어요? 됐고요 기분나빠서 정말 다신 올 일 없을것 같네요 다음에 오시면 다른거 보여드릴께요,기타 괴롭힘 대화
